NumTree,Number_bridges_Of_Question_i,Gender,Age,Number_of_bridges,Delta_Learning_Minutes,depth,Accuracy,correct_model,QuestionId
2,2,Male,41,4,0.25,2,80,1,5
2,2,Male,41,4,0.25,2,80,0,6
2,2,Male,41,4,0.25,2,80,1,7
2,1,Male,41,4,0.25,2,80,1,8
2,2,Male,41,4,0.25,2,80,0,9
2,2,Male,41,4,0.25,2,80,1,10
2,2,Male,41,4,0.25,2,80,1,11
2,2,Male,41,4,0.25,2,80,1,12
2,1,Male,35,4,0.766666667,2,80,0,1
2,2,Male,35,4,0.766666667,2,80,1,2
2,1,Male,35,4,0.766666667,2,80,0,3
2,1,Male,35,4,0.766666667,2,80,1,4
2,2,Male,35,4,0.766666667,2,80,1,5
2,2,Male,35,4,0.766666667,2,80,0,6
2,2,Male,35,4,0.766666667,2,80,0,7
2,1,Male,35,4,0.766666667,2,80,0,8
2,2,Male,35,4,0.766666667,2,80,1,9
2,2,Male,35,4,0.766666667,2,80,1,10
2,2,Male,35,4,0.766666667,2,80,0,11
2,2,Male,35,4,0.766666667,2,80,1,12
2,1,Female,35,4,0.366666667,2,80,1,1
2,2,Female,35,4,0.366666667,2,80,0,2
2,1,Female,35,4,0.366666667,2,80,0,3
2,1,Female,35,4,0.366666667,2,80,1,4
2,2,Female,35,4,0.366666667,2,80,1,5
2,2,Female,35,4,0.366666667,2,80,1,6
2,2,Female,35,4,0.366666667,2,80,0,7
2,1,Female,35,4,0.366666667,2,80,0,8
2,2,Female,35,4,0.366666667,2,80,1,9
2,2,Female,35,4,0.366666667,2,80,1,10
2,2,Female,35,4,0.366666667,2,80,0,11
2,2,Female,35,4,0.366666667,2,80,1,12
2,1,Female,25,4,1.766666667,2,80,1,1
2,2,Female,25,4,1.766666667,2,80,1,2
2,1,Female,25,4,1.766666667,2,80,1,3
2,1,Female,25,4,1.766666667,2,80,1,4
2,2,Female,25,4,1.766666667,2,80,1,5
2,2,Female,25,4,1.766666667,2,80,1,6
2,2,Female,25,4,1.766666667,2,80,1,7
2,1,Female,25,4,1.766666667,2,80,1,8
2,2,Female,25,4,1.766666667,2,80,1,9
2,2,Female,25,4,1.766666667,2,80,1,10
2,2,Female,25,4,1.766666667,2,80,1,11
2,2,Female,25,4,1.766666667,2,80,1,12
2,1,Female,37,4,0.566666667,2,80,1,1
2,2,Female,37,4,0.566666667,2,80,1,2
2,1,Female,37,4,0.566666667,2,80,1,3
2,1,Female,37,4,0.566666667,2,80,1,4
2,2,Female,37,4,0.566666667,2,80,1,5
2,2,Female,37,4,0.566666667,2,80,0,6
2,2,Female,37,4,0.566666667,2,80,1,7
2,1,Female,37,4,0.566666667,2,80,1,8
2,2,Female,37,4,0.566666667,2,80,0,9
2,2,Female,37,4,0.566666667,2,80,1,10
2,2,Female,37,4,0.566666667,2,80,1,11
2,2,Female,37,4,0.566666667,2,80,1,12
2,1,Male,50,4,1.833333333,2,80,1,1
2,2,Male,50,4,1.833333333,2,80,1,2
2,1,Male,50,4,1.833333333,2,80,1,3
2,1,Male,50,4,1.833333333,2,80,1,4
2,2,Male,50,4,1.833333333,2,80,1,5
2,2,Male,50,4,1.833333333,2,80,1,6
2,2,Male,50,4,1.833333333,2,80,1,7
2,1,Male,50,4,1.833333333,2,80,1,8
2,2,Male,50,4,1.833333333,2,80,1,9
2,2,Male,50,4,1.833333333,2,80,1,10
2,2,Male,50,4,1.833333333,2,80,1,11
2,2,Male,50,4,1.833333333,2,80,1,12
2,1,Male,38,4,1.1,2,80,1,1
2,2,Male,38,4,1.1,2,80,1,2
2,1,Male,38,4,1.1,2,80,1,3
2,1,Male,38,4,1.1,2,80,1,4
2,2,Male,38,4,1.1,2,80,1,5
2,2,Male,38,4,1.1,2,80,1,6
2,2,Male,38,4,1.1,2,80,1,7
2,1,Male,38,4,1.1,2,80,1,8
2,2,Male,38,4,1.1,2,80,1,9
2,2,Male,38,4,1.1,2,80,1,10
2,2,Male,38,4,1.1,2,80,1,11
2,2,Male,38,4,1.1,2,80,1,12
2,1,Female,30,4,0.933333333,2,80,1,1
2,2,Female,30,4,0.933333333,2,80,1,2
2,1,Female,30,4,0.933333333,2,80,1,3
2,1,Female,30,4,0.933333333,2,80,1,4
2,2,Female,30,4,0.933333333,2,80,1,5
2,2,Female,30,4,0.933333333,2,80,1,6
2,2,Female,30,4,0.933333333,2,80,1,7
2,1,Female,30,4,0.933333333,2,80,1,8
2,2,Female,30,4,0.933333333,2,80,1,9
2,2,Female,30,4,0.933333333,2,80,1,10
2,2,Female,30,4,0.933333333,2,80,1,11
2,2,Female,30,4,0.933333333,2,80,1,12
2,1,Male,29,4,0.566666667,2,80,1,1
2,2,Male,29,4,0.566666667,2,80,1,2
2,1,Male,29,4,0.566666667,2,80,1,3
2,1,Male,29,4,0.566666667,2,80,1,4
2,2,Male,29,4,0.566666667,2,80,1,5
2,2,Male,29,4,0.566666667,2,80,1,6
2,2,Male,29,4,0.566666667,2,80,1,7
2,1,Male,29,4,0.566666667,2,80,1,8
2,2,Male,29,4,0.566666667,2,80,1,9
2,2,Male,29,4,0.566666667,2,80,1,10
2,2,Male,29,4,0.566666667,2,80,1,11
2,2,Male,29,4,0.566666667,2,80,1,12
2,1,Male,36,4,1.4,2,80,1,1
2,2,Male,36,4,1.4,2,80,1,2
2,1,Male,36,4,1.4,2,80,1,3
2,1,Male,36,4,1.4,2,80,1,4
2,2,Male,36,4,1.4,2,80,1,5
2,2,Male,36,4,1.4,2,80,1,6
2,2,Male,36,4,1.4,2,80,1,7
2,1,Male,36,4,1.4,2,80,1,8
2,2,Male,36,4,1.4,2,80,1,9
2,2,Male,36,4,1.4,2,80,1,10
2,2,Male,36,4,1.4,2,80,1,11
2,2,Male,36,4,1.4,2,80,1,12
2,1,Female,64,4,0.5,2,80,0,1
2,2,Female,64,4,0.5,2,80,1,2
2,1,Female,64,4,0.5,2,80,0,3
2,1,Female,64,4,0.5,2,80,1,4
2,2,Female,64,4,0.5,2,80,1,5
2,2,Female,64,4,0.5,2,80,1,6
2,2,Female,64,4,0.5,2,80,0,7
2,1,Female,64,4,0.5,2,80,1,8
2,2,Female,64,4,0.5,2,80,1,9
2,2,Female,64,4,0.5,2,80,0,10
2,2,Female,64,4,0.5,2,80,1,11
2,2,Female,64,4,0.5,2,80,1,12
2,1,Female,34,4,0.45,2,80,1,1
2,2,Female,34,4,0.45,2,80,1,2
2,1,Female,34,4,0.45,2,80,1,3
2,1,Female,34,4,0.45,2,80,1,4
2,2,Female,34,4,0.45,2,80,1,5
2,2,Female,34,4,0.45,2,80,1,6
2,2,Female,34,4,0.45,2,80,1,7
2,1,Female,34,4,0.45,2,80,1,8
2,2,Female,34,4,0.45,2,80,1,9
2,2,Female,34,4,0.45,2,80,1,10
2,2,Female,34,4,0.45,2,80,1,11
2,2,Female,34,4,0.45,2,80,1,12
2,1,Male,51,4,1.166666667,2,80,1,1
2,2,Male,51,4,1.166666667,2,80,1,2
2,1,Male,51,4,1.166666667,2,80,1,3
2,1,Male,51,4,1.166666667,2,80,1,4
2,2,Male,51,4,1.166666667,2,80,1,5
2,2,Male,51,4,1.166666667,2,80,1,6
2,2,Male,51,4,1.166666667,2,80,1,7
2,1,Male,51,4,1.166666667,2,80,1,8
2,2,Male,51,4,1.166666667,2,80,1,9
2,2,Male,51,4,1.166666667,2,80,1,10
2,2,Male,51,4,1.166666667,2,80,1,11
2,2,Male,51,4,1.166666667,2,80,1,12
2,1,Male,29,4,3.433333333,2,80,1,1
2,2,Male,29,4,3.433333333,2,80,1,2
2,1,Male,29,4,3.433333333,2,80,1,3
2,1,Male,29,4,3.433333333,2,80,1,4
2,2,Male,29,4,3.433333333,2,80,1,5
2,2,Male,29,4,3.433333333,2,80,1,6
2,2,Male,29,4,3.433333333,2,80,0,7
2,1,Male,29,4,3.433333333,2,80,0,8
2,2,Male,29,4,3.433333333,2,80,1,9
2,2,Male,29,4,3.433333333,2,80,0,10
2,2,Male,29,4,3.433333333,2,80,0,11
2,2,Male,29,4,3.433333333,2,80,0,12
2,1,Male,33,4,4.433333333,2,80,1,1
2,2,Male,33,4,4.433333333,2,80,1,2
2,1,Male,33,4,4.433333333,2,80,1,3
2,1,Male,33,4,4.433333333,2,80,1,4
2,2,Male,33,4,4.433333333,2,80,1,5
2,2,Male,33,4,4.433333333,2,80,1,6
2,2,Male,33,4,4.433333333,2,80,1,7
2,1,Male,33,4,4.433333333,2,80,1,8
2,2,Male,33,4,4.433333333,2,80,1,9
2,2,Male,33,4,4.433333333,2,80,1,10
2,2,Male,33,4,4.433333333,2,80,1,11
2,2,Male,33,4,4.433333333,2,80,1,12
2,1,Female,50,4,0.216666667,2,80,1,1
2,2,Female,50,4,0.216666667,2,80,1,2
2,1,Female,50,4,0.216666667,2,80,1,3
2,1,Female,50,4,0.216666667,2,80,1,4
2,2,Female,50,4,0.216666667,2,80,0,5
2,2,Female,50,4,0.216666667,2,80,1,6
2,2,Female,50,4,0.216666667,2,80,0,7
2,1,Female,50,4,0.216666667,2,80,1,8
2,2,Female,50,4,0.216666667,2,80,1,9
2,2,Female,50,4,0.216666667,2,80,0,10
2,2,Female,50,4,0.216666667,2,80,0,11
2,2,Female,50,4,0.216666667,2,80,0,12
2,1,Male,35,4,0.6,2,80,1,1
2,2,Male,35,4,0.6,2,80,1,2
2,1,Male,35,4,0.6,2,80,0,3
2,1,Male,35,4,0.6,2,80,0,4
2,2,Male,35,4,0.6,2,80,0,5
2,2,Male,35,4,0.6,2,80,1,6
2,2,Male,35,4,0.6,2,80,1,7
2,1,Male,35,4,0.6,2,80,0,8
2,2,Male,35,4,0.6,2,80,1,9
2,2,Male,35,4,0.6,2,80,0,10
2,2,Male,35,4,0.6,2,80,1,11
2,2,Male,35,4,0.6,2,80,0,12
2,1,Male,37,4,1.116666667,2,80,1,1
2,2,Male,37,4,1.116666667,2,80,1,2
2,1,Male,37,4,1.116666667,2,80,1,3
2,1,Male,37,4,1.116666667,2,80,1,4
2,2,Male,37,4,1.116666667,2,80,1,5
2,2,Male,37,4,1.116666667,2,80,1,6
2,2,Male,37,4,1.116666667,2,80,1,7
2,1,Male,37,4,1.116666667,2,80,1,8
2,2,Male,37,4,1.116666667,2,80,1,9
2,2,Male,37,4,1.116666667,2,80,1,10
2,2,Male,37,4,1.116666667,2,80,1,11
2,2,Male,37,4,1.116666667,2,80,1,12
2,1,Female,36,4,0.683333333,2,80,1,1
2,2,Female,36,4,0.683333333,2,80,1,2
2,1,Female,36,4,0.683333333,2,80,1,3
2,1,Female,36,4,0.683333333,2,80,1,4
2,2,Female,36,4,0.683333333,2,80,1,5
2,2,Female,36,4,0.683333333,2,80,1,6
2,2,Female,36,4,0.683333333,2,80,1,7
2,1,Female,36,4,0.683333333,2,80,1,8
2,2,Female,36,4,0.683333333,2,80,1,9
2,2,Female,36,4,0.683333333,2,80,1,10
2,2,Female,36,4,0.683333333,2,80,1,11
2,2,Female,36,4,0.683333333,2,80,1,12
2,1,Female,58,4,1.75,2,80,1,1
2,2,Female,58,4,1.75,2,80,1,2
2,1,Female,58,4,1.75,2,80,1,3
2,1,Female,58,4,1.75,2,80,1,4
2,2,Female,58,4,1.75,2,80,1,5
2,2,Female,58,4,1.75,2,80,1,6
2,2,Female,58,4,1.75,2,80,1,7
2,1,Female,58,4,1.75,2,80,1,8
2,2,Female,58,4,1.75,2,80,1,9
2,2,Female,58,4,1.75,2,80,1,10
2,2,Female,58,4,1.75,2,80,1,11
2,2,Female,58,4,1.75,2,80,1,12
2,1,Male,69,4,2.45,2,80,1,1
2,2,Male,69,4,2.45,2,80,1,2
2,1,Male,69,4,2.45,2,80,1,3
2,1,Male,69,4,2.45,2,80,1,4
2,2,Male,69,4,2.45,2,80,1,5
2,2,Male,69,4,2.45,2,80,1,6
2,2,Male,69,4,2.45,2,80,1,7
2,1,Male,69,4,2.45,2,80,1,8
2,2,Male,69,4,2.45,2,80,1,9
2,2,Male,69,4,2.45,2,80,1,10
2,2,Male,69,4,2.45,2,80,1,11
2,2,Male,69,4,2.45,2,80,1,12
2,1,Female,50,4,0.916666667,2,80,1,1
2,2,Female,50,4,0.916666667,2,80,1,2
2,1,Female,50,4,0.916666667,2,80,1,3
2,1,Female,50,4,0.916666667,2,80,1,4
2,2,Female,50,4,0.916666667,2,80,1,5
2,2,Female,50,4,0.916666667,2,80,0,6
2,2,Female,50,4,0.916666667,2,80,1,7
2,1,Female,50,4,0.916666667,2,80,1,8
2,2,Female,50,4,0.916666667,2,80,0,9
2,2,Female,50,4,0.916666667,2,80,1,10
2,2,Female,50,4,0.916666667,2,80,1,11
2,2,Female,50,4,0.916666667,2,80,1,12
2,1,Male,30,4,0.783333333,2,80,0,1
2,2,Male,30,4,0.783333333,2,80,1,2
2,1,Male,30,4,0.783333333,2,80,0,3
2,1,Male,30,4,0.783333333,2,80,1,4
2,2,Male,30,4,0.783333333,2,80,0,5
2,2,Male,30,4,0.783333333,2,80,0,6
2,2,Male,30,4,0.783333333,2,80,0,7
2,1,Male,30,4,0.783333333,2,80,1,8
2,2,Male,30,4,0.783333333,2,80,0,9
2,2,Male,30,4,0.783333333,2,80,1,10
2,2,Male,30,4,0.783333333,2,80,1,11
2,2,Male,30,4,0.783333333,2,80,1,12
2,1,Female,32,4,0.6,2,80,1,1
2,2,Female,32,4,0.6,2,80,1,2
2,1,Female,32,4,0.6,2,80,1,3
2,1,Female,32,4,0.6,2,80,1,4
2,2,Female,32,4,0.6,2,80,1,5
2,2,Female,32,4,0.6,2,80,1,6
2,2,Female,32,4,0.6,2,80,1,7
2,1,Female,32,4,0.6,2,80,1,8
2,2,Female,32,4,0.6,2,80,1,9
2,2,Female,32,4,0.6,2,80,1,10
2,2,Female,32,4,0.6,2,80,1,11
2,2,Female,32,4,0.6,2,80,1,12
2,1,Male,25,4,2.516666667,2,80,1,1
2,2,Male,25,4,2.516666667,2,80,1,2
2,1,Male,25,4,2.516666667,2,80,0,3
2,1,Male,25,4,2.516666667,2,80,1,4
2,2,Male,25,4,2.516666667,2,80,0,5
2,2,Male,25,4,2.516666667,2,80,0,6
2,2,Male,25,4,2.516666667,2,80,0,7
2,1,Male,25,4,2.516666667,2,80,0,8
2,2,Male,25,4,2.516666667,2,80,1,9
2,2,Male,25,4,2.516666667,2,80,1,10
2,2,Male,25,4,2.516666667,2,80,0,11
2,2,Male,25,4,2.516666667,2,80,1,12
4,1,Male,59,10,3.383333333,4,82,1,1
4,3,Male,59,10,3.383333333,4,82,1,2
4,1,Male,59,10,3.383333333,4,82,1,3
4,1,Male,59,10,3.383333333,4,82,1,4
4,4,Male,59,10,3.383333333,4,82,1,5
4,3,Male,59,10,3.383333333,4,82,1,6
4,3,Male,59,10,3.383333333,4,82,1,7
4,1,Male,59,10,3.383333333,4,82,1,8
4,3,Male,59,10,3.383333333,4,82,1,9
4,3,Male,59,10,3.383333333,4,82,1,10
4,3,Male,59,10,3.383333333,4,82,1,11
4,3,Male,59,10,3.383333333,4,82,1,12
4,1,Female,35,10,0.333333333,4,82,1,1
4,3,Female,35,10,0.333333333,4,82,1,2
4,1,Female,35,10,0.333333333,4,82,1,3
4,1,Female,35,10,0.333333333,4,82,0,4
4,4,Female,35,10,0.333333333,4,82,0,5
4,3,Female,35,10,0.333333333,4,82,1,6
4,3,Female,35,10,0.333333333,4,82,0,7
4,1,Female,35,10,0.333333333,4,82,0,8
4,3,Female,35,10,0.333333333,4,82,0,9
4,3,Female,35,10,0.333333333,4,82,1,10
4,3,Female,35,10,0.333333333,4,82,1,11
4,3,Female,35,10,0.333333333,4,82,1,12
4,1,Male,36,10,0.716666667,4,82,0,1
4,3,Male,36,10,0.716666667,4,82,1,2
4,1,Male,36,10,0.716666667,4,82,1,3
4,1,Male,36,10,0.716666667,4,82,1,4
4,4,Male,36,10,0.716666667,4,82,1,5
4,3,Male,36,10,0.716666667,4,82,1,6
4,3,Male,36,10,0.716666667,4,82,0,7
4,1,Male,36,10,0.716666667,4,82,0,8
4,3,Male,36,10,0.716666667,4,82,1,9
4,3,Male,36,10,0.716666667,4,82,1,10
4,3,Male,36,10,0.716666667,4,82,1,11
4,3,Male,36,10,0.716666667,4,82,0,12
4,1,Female,41,10,1.966666667,4,82,1,1
4,3,Female,41,10,1.966666667,4,82,1,2
4,1,Female,41,10,1.966666667,4,82,1,3
4,1,Female,41,10,1.966666667,4,82,1,4
4,4,Female,41,10,1.966666667,4,82,1,5
4,3,Female,41,10,1.966666667,4,82,0,6
4,3,Female,41,10,1.966666667,4,82,1,7
4,1,Female,41,10,1.966666667,4,82,1,8
4,3,Female,41,10,1.966666667,4,82,1,9
4,3,Female,41,10,1.966666667,4,82,1,10
4,3,Female,41,10,1.966666667,4,82,1,11
4,3,Female,41,10,1.966666667,4,82,1,12
4,1,Male,33,10,0.416666667,4,82,1,1
4,3,Male,33,10,0.416666667,4,82,1,2
4,1,Male,33,10,0.416666667,4,82,1,3
4,1,Male,33,10,0.416666667,4,82,0,4
4,4,Male,33,10,0.416666667,4,82,0,5
4,3,Male,33,10,0.416666667,4,82,0,6
4,3,Male,33,10,0.416666667,4,82,0,7
4,1,Male,33,10,0.416666667,4,82,1,8
4,3,Male,33,10,0.416666667,4,82,1,9
4,3,Male,33,10,0.416666667,4,82,0,10
4,3,Male,33,10,0.416666667,4,82,0,11
4,3,Male,33,10,0.416666667,4,82,0,12
4,1,Male,35,10,1.033333333,4,82,1,1
4,3,Male,35,10,1.033333333,4,82,0,2
4,1,Male,35,10,1.033333333,4,82,0,3
4,1,Male,35,10,1.033333333,4,82,0,4
4,4,Male,35,10,1.033333333,4,82,1,5
4,3,Male,35,10,1.033333333,4,82,1,6
4,3,Male,35,10,1.033333333,4,82,1,7
4,1,Male,35,10,1.033333333,4,82,1,8
4,3,Male,35,10,1.033333333,4,82,1,9
4,3,Male,35,10,1.033333333,4,82,1,10
4,3,Male,35,10,1.033333333,4,82,1,11
4,3,Male,35,10,1.033333333,4,82,1,12
4,1,Female,35,10,0.866666667,4,82,1,1
4,3,Female,35,10,0.866666667,4,82,1,2
4,1,Female,35,10,0.866666667,4,82,1,3
4,1,Female,35,10,0.866666667,4,82,0,4
4,4,Female,35,10,0.866666667,4,82,0,5
4,3,Female,35,10,0.866666667,4,82,1,6
4,3,Female,35,10,0.866666667,4,82,0,7
4,1,Female,35,10,0.866666667,4,82,1,8
4,3,Female,35,10,0.866666667,4,82,1,9
4,3,Female,35,10,0.866666667,4,82,1,10
4,3,Female,35,10,0.866666667,4,82,0,11
4,3,Female,35,10,0.866666667,4,82,1,12
4,1,Female,22,10,2.083333333,4,82,1,1
4,3,Female,22,10,2.083333333,4,82,0,2
4,1,Female,22,10,2.083333333,4,82,1,3
4,1,Female,22,10,2.083333333,4,82,0,4
4,4,Female,22,10,2.083333333,4,82,0,5
4,3,Female,22,10,2.083333333,4,82,0,6
4,3,Female,22,10,2.083333333,4,82,1,7
4,1,Female,22,10,2.083333333,4,82,1,8
4,3,Female,22,10,2.083333333,4,82,0,9
4,3,Female,22,10,2.083333333,4,82,0,10
4,3,Female,22,10,2.083333333,4,82,1,11
4,3,Female,22,10,2.083333333,4,82,1,12
4,1,Female,38,10,3.833333333,4,82,1,1
4,3,Female,38,10,3.833333333,4,82,1,2
4,1,Female,38,10,3.833333333,4,82,0,3
4,1,Female,38,10,3.833333333,4,82,1,4
4,4,Female,38,10,3.833333333,4,82,1,5
4,3,Female,38,10,3.833333333,4,82,1,6
4,3,Female,38,10,3.833333333,4,82,1,7
4,1,Female,38,10,3.833333333,4,82,1,8
4,3,Female,38,10,3.833333333,4,82,1,9
4,3,Female,38,10,3.833333333,4,82,1,10
4,3,Female,38,10,3.833333333,4,82,0,11
4,3,Female,38,10,3.833333333,4,82,0,12
4,1,Female,56,10,3.55,4,82,1,1
4,3,Female,56,10,3.55,4,82,1,2
4,1,Female,56,10,3.55,4,82,1,3
4,1,Female,56,10,3.55,4,82,1,4
4,4,Female,56,10,3.55,4,82,1,5
4,3,Female,56,10,3.55,4,82,1,6
4,3,Female,56,10,3.55,4,82,1,7
4,1,Female,56,10,3.55,4,82,1,8
4,3,Female,56,10,3.55,4,82,1,9
4,3,Female,56,10,3.55,4,82,1,10
4,3,Female,56,10,3.55,4,82,1,11
4,3,Female,56,10,3.55,4,82,1,12
4,1,Male,31,10,7.566666667,4,82,0,1
4,3,Male,31,10,7.566666667,4,82,0,2
4,1,Male,31,10,7.566666667,4,82,1,3
4,1,Male,31,10,7.566666667,4,82,0,4
4,4,Male,31,10,7.566666667,4,82,0,5
4,3,Male,31,10,7.566666667,4,82,1,6
4,3,Male,31,10,7.566666667,4,82,1,7
4,1,Male,31,10,7.566666667,4,82,1,8
4,3,Male,31,10,7.566666667,4,82,1,9
4,3,Male,31,10,7.566666667,4,82,1,10
4,3,Male,31,10,7.566666667,4,82,1,11
4,3,Male,31,10,7.566666667,4,82,0,12
4,1,Male,29,10,0.933333333,4,82,1,1
4,3,Male,29,10,0.933333333,4,82,1,2
4,1,Male,29,10,0.933333333,4,82,0,3
4,1,Male,29,10,0.933333333,4,82,1,4
4,4,Male,29,10,0.933333333,4,82,1,5
4,3,Male,29,10,0.933333333,4,82,1,6
4,3,Male,29,10,0.933333333,4,82,1,7
4,1,Male,29,10,0.933333333,4,82,1,8
4,3,Male,29,10,0.933333333,4,82,1,9
4,3,Male,29,10,0.933333333,4,82,0,10
4,3,Male,29,10,0.933333333,4,82,0,11
4,3,Male,29,10,0.933333333,4,82,1,12
4,1,Female,30,10,0.266666667,4,82,1,1
4,3,Female,30,10,0.266666667,4,82,1,2
4,1,Female,30,10,0.266666667,4,82,0,3
4,1,Female,30,10,0.266666667,4,82,1,4
4,4,Female,30,10,0.266666667,4,82,0,5
4,3,Female,30,10,0.266666667,4,82,0,6
4,3,Female,30,10,0.266666667,4,82,0,7
4,1,Female,30,10,0.266666667,4,82,1,8
4,3,Female,30,10,0.266666667,4,82,1,9
4,3,Female,30,10,0.266666667,4,82,1,10
4,3,Female,30,10,0.266666667,4,82,0,11
4,3,Female,30,10,0.266666667,4,82,0,12
4,1,Male,29,10,0.283333333,4,82,1,1
4,3,Male,29,10,0.283333333,4,82,0,2
4,1,Male,29,10,0.283333333,4,82,1,3
4,1,Male,29,10,0.283333333,4,82,1,4
4,4,Male,29,10,0.283333333,4,82,0,5
4,3,Male,29,10,0.283333333,4,82,1,6
4,3,Male,29,10,0.283333333,4,82,0,7
4,1,Male,29,10,0.283333333,4,82,1,8
4,3,Male,29,10,0.283333333,4,82,0,9
4,3,Male,29,10,0.283333333,4,82,0,10
4,3,Male,29,10,0.283333333,4,82,0,11
4,3,Male,29,10,0.283333333,4,82,0,12
4,1,Male,50,10,0.833333333,4,82,1,1
4,3,Male,50,10,0.833333333,4,82,0,2
4,1,Male,50,10,0.833333333,4,82,1,3
4,1,Male,50,10,0.833333333,4,82,1,4
4,4,Male,50,10,0.833333333,4,82,0,5
4,3,Male,50,10,0.833333333,4,82,1,6
4,3,Male,50,10,0.833333333,4,82,1,7
4,1,Male,50,10,0.833333333,4,82,1,8
4,3,Male,50,10,0.833333333,4,82,0,9
4,3,Male,50,10,0.833333333,4,82,1,10
4,3,Male,50,10,0.833333333,4,82,0,11
4,3,Male,50,10,0.833333333,4,82,0,12
4,1,Male,65,10,0.733333333,4,82,1,1
4,3,Male,65,10,0.733333333,4,82,1,2
4,1,Male,65,10,0.733333333,4,82,0,3
4,1,Male,65,10,0.733333333,4,82,1,4
4,4,Male,65,10,0.733333333,4,82,0,5
4,3,Male,65,10,0.733333333,4,82,1,6
4,3,Male,65,10,0.733333333,4,82,0,7
4,1,Male,65,10,0.733333333,4,82,0,8
4,3,Male,65,10,0.733333333,4,82,0,9
4,3,Male,65,10,0.733333333,4,82,1,10
4,3,Male,65,10,0.733333333,4,82,1,11
4,3,Male,65,10,0.733333333,4,82,1,12
