NumTree,Number_bridges_Of_Question_i,Gender,Age,Number_of_bridges,Delta_Learning_Minutes,depth,Accuracy,correct_model,QuestionId
4,1,Female,30,10,2.916666667,4,82,1,1
4,3,Female,30,10,2.916666667,4,82,1,2
4,1,Female,30,10,2.916666667,4,82,1,3
4,1,Female,30,10,2.916666667,4,82,1,4
4,4,Female,30,10,2.916666667,4,82,0,5
4,3,Female,30,10,2.916666667,4,82,0,6
4,3,Female,30,10,2.916666667,4,82,1,7
4,1,Female,30,10,2.916666667,4,82,0,8
4,3,Female,30,10,2.916666667,4,82,0,9
4,3,Female,30,10,2.916666667,4,82,1,10
4,3,Female,30,10,2.916666667,4,82,1,11
4,3,Female,30,10,2.916666667,4,82,1,12
4,1,Female,35,10,0.45,4,82,1,1
4,3,Female,35,10,0.45,4,82,0,2
4,1,Female,35,10,0.45,4,82,1,3
4,1,Female,35,10,0.45,4,82,0,4
4,4,Female,35,10,0.45,4,82,1,5
4,3,Female,35,10,0.45,4,82,1,6
4,3,Female,35,10,0.45,4,82,1,7
4,1,Female,35,10,0.45,4,82,1,8
4,3,Female,35,10,0.45,4,82,1,9
4,3,Female,35,10,0.45,4,82,1,10
4,3,Female,35,10,0.45,4,82,1,11
4,3,Female,35,10,0.45,4,82,0,12
4,1,Male,32,10,0.966666667,4,82,1,1
4,3,Male,32,10,0.966666667,4,82,0,2
4,1,Male,32,10,0.966666667,4,82,0,3
4,1,Male,32,10,0.966666667,4,82,1,4
4,4,Male,32,10,0.966666667,4,82,0,5
4,3,Male,32,10,0.966666667,4,82,1,6
4,3,Male,32,10,0.966666667,4,82,1,7
4,1,Male,32,10,0.966666667,4,82,1,8
4,3,Male,32,10,0.966666667,4,82,0,9
4,3,Male,32,10,0.966666667,4,82,0,10
4,3,Male,32,10,0.966666667,4,82,0,11
4,3,Male,32,10,0.966666667,4,82,0,12
4,1,Female,,10,3.716666667,4,82,1,1
4,3,Female,,10,3.716666667,4,82,1,2
4,1,Female,,10,3.716666667,4,82,1,3
4,1,Female,,10,3.716666667,4,82,0,4
4,4,Female,,10,3.716666667,4,82,0,5
4,3,Female,,10,3.716666667,4,82,1,6
4,3,Female,,10,3.716666667,4,82,1,7
4,1,Female,,10,3.716666667,4,82,1,8
4,3,Female,,10,3.716666667,4,82,1,9
4,3,Female,,10,3.716666667,4,82,1,10
4,3,Female,,10,3.716666667,4,82,1,11
4,3,Female,,10,3.716666667,4,82,1,12
4,1,Female,30,10,1.4,4,82,1,1
4,3,Female,30,10,1.4,4,82,1,2
4,1,Female,30,10,1.4,4,82,1,3
4,1,Female,30,10,1.4,4,82,1,4
4,4,Female,30,10,1.4,4,82,0,5
4,3,Female,30,10,1.4,4,82,1,6
4,3,Female,30,10,1.4,4,82,1,7
4,1,Female,30,10,1.4,4,82,1,8
4,3,Female,30,10,1.4,4,82,1,9
4,3,Female,30,10,1.4,4,82,1,10
4,3,Female,30,10,1.4,4,82,1,11
4,3,Female,30,10,1.4,4,82,0,12
4,1,Female,30,10,4.183333333,4,82,0,1
4,3,Female,30,10,4.183333333,4,82,0,2
4,1,Female,30,10,4.183333333,4,82,0,3
4,1,Female,30,10,4.183333333,4,82,1,4
4,4,Female,30,10,4.183333333,4,82,1,5
4,3,Female,30,10,4.183333333,4,82,1,6
4,3,Female,30,10,4.183333333,4,82,1,7
4,1,Female,30,10,4.183333333,4,82,1,8
4,3,Female,30,10,4.183333333,4,82,1,9
4,3,Female,30,10,4.183333333,4,82,0,10
4,3,Female,30,10,4.183333333,4,82,1,11
4,3,Female,30,10,4.183333333,4,82,0,12
4,1,Female,35,10,0.583333333,4,82,1,1
4,3,Female,35,10,0.583333333,4,82,1,2
4,1,Female,35,10,0.583333333,4,82,1,3
4,1,Female,35,10,0.583333333,4,82,1,4
4,4,Female,35,10,0.583333333,4,82,0,5
4,3,Female,35,10,0.583333333,4,82,1,6
4,3,Female,35,10,0.583333333,4,82,0,7
4,1,Female,35,10,0.583333333,4,82,0,8
4,3,Female,35,10,0.583333333,4,82,1,9
4,3,Female,35,10,0.583333333,4,82,0,10
4,3,Female,35,10,0.583333333,4,82,1,11
4,3,Female,35,10,0.583333333,4,82,0,12
4,1,Male,26,10,0.883333333,4,82,0,1
4,3,Male,26,10,0.883333333,4,82,1,2
4,1,Male,26,10,0.883333333,4,82,1,3
4,1,Male,26,10,0.883333333,4,82,0,4
4,4,Male,26,10,0.883333333,4,82,0,5
4,3,Male,26,10,0.883333333,4,82,0,6
4,3,Male,26,10,0.883333333,4,82,1,7
4,1,Male,26,10,0.883333333,4,82,0,8
4,3,Male,26,10,0.883333333,4,82,1,9
4,3,Male,26,10,0.883333333,4,82,1,10
4,3,Male,26,10,0.883333333,4,82,1,11
4,3,Male,26,10,0.883333333,4,82,1,12
4,1,Female,30,10,1.683333333,4,82,0,1
4,3,Female,30,10,1.683333333,4,82,0,2
4,1,Female,30,10,1.683333333,4,82,0,3
4,1,Female,30,10,1.683333333,4,82,0,4
4,4,Female,30,10,1.683333333,4,82,0,5
4,3,Female,30,10,1.683333333,4,82,1,6
4,3,Female,30,10,1.683333333,4,82,1,7
4,1,Female,30,10,1.683333333,4,82,1,8
4,3,Female,30,10,1.683333333,4,82,1,9
4,3,Female,30,10,1.683333333,4,82,0,10
4,3,Female,30,10,1.683333333,4,82,1,11
4,3,Female,30,10,1.683333333,4,82,1,12
4,1,Female,30,10,1.4,4,82,1,1
4,3,Female,30,10,1.4,4,82,1,2
4,1,Female,30,10,1.4,4,82,1,3
4,1,Female,30,10,1.4,4,82,0,4
4,4,Female,30,10,1.4,4,82,1,5
4,3,Female,30,10,1.4,4,82,0,6
4,3,Female,30,10,1.4,4,82,0,7
4,1,Female,30,10,1.4,4,82,1,8
4,3,Female,30,10,1.4,4,82,1,9
4,3,Female,30,10,1.4,4,82,0,10
4,3,Female,30,10,1.4,4,82,0,11
4,3,Female,30,10,1.4,4,82,1,12
4,1,Male,50,10,1.916666667,4,82,1,1
4,3,Male,50,10,1.916666667,4,82,1,2
4,1,Male,50,10,1.916666667,4,82,1,3
4,1,Male,50,10,1.916666667,4,82,1,4
4,4,Male,50,10,1.916666667,4,82,1,5
4,3,Male,50,10,1.916666667,4,82,0,6
4,3,Male,50,10,1.916666667,4,82,1,7
4,1,Male,50,10,1.916666667,4,82,1,8
4,3,Male,50,10,1.916666667,4,82,1,9
4,3,Male,50,10,1.916666667,4,82,1,10
4,3,Male,50,10,1.916666667,4,82,1,11
4,3,Male,50,10,1.916666667,4,82,1,12
3,1,Female,35,6,0.083333333,3,81,1,1
3,3,Female,35,6,0.083333333,3,81,1,2
3,1,Female,35,6,0.083333333,3,81,0,3
3,1,Female,35,6,0.083333333,3,81,1,4
3,2,Female,35,6,0.083333333,3,81,0,5
3,3,Female,35,6,0.083333333,3,81,0,6
3,2,Female,35,6,0.083333333,3,81,1,7
3,1,Female,35,6,0.083333333,3,81,0,8
3,3,Female,35,6,0.083333333,3,81,0,9
3,2,Female,35,6,0.083333333,3,81,0,10
3,2,Female,35,6,0.083333333,3,81,1,11
3,2,Female,35,6,0.083333333,3,81,1,12
3,1,Male,35,6,0.066666667,3,81,0,1
3,3,Male,35,6,0.066666667,3,81,0,2
3,1,Male,35,6,0.066666667,3,81,0,3
3,1,Male,35,6,0.066666667,3,81,1,4
3,2,Male,35,6,0.066666667,3,81,1,5
3,3,Male,35,6,0.066666667,3,81,1,6
3,2,Male,35,6,0.066666667,3,81,1,7
3,1,Male,35,6,0.066666667,3,81,1,8
3,3,Male,35,6,0.066666667,3,81,1,9
3,2,Male,35,6,0.066666667,3,81,1,10
3,2,Male,35,6,0.066666667,3,81,0,11
3,2,Male,35,6,0.066666667,3,81,1,12
3,1,Male,35,6,0.35,3,81,0,1
3,3,Male,35,6,0.35,3,81,0,2
3,1,Male,35,6,0.35,3,81,0,3
3,1,Male,35,6,0.35,3,81,1,4
3,2,Male,35,6,0.35,3,81,0,5
3,3,Male,35,6,0.35,3,81,1,6
3,2,Male,35,6,0.35,3,81,1,7
3,1,Male,35,6,0.35,3,81,1,8
3,3,Male,35,6,0.35,3,81,1,9
3,2,Male,35,6,0.35,3,81,0,10
3,2,Male,35,6,0.35,3,81,1,11
3,2,Male,35,6,0.35,3,81,0,12
3,1,Female,40,6,1.65,3,81,1,1
3,3,Female,40,6,1.65,3,81,1,2
3,1,Female,40,6,1.65,3,81,1,3
3,1,Female,40,6,1.65,3,81,1,4
3,2,Female,40,6,1.65,3,81,1,5
3,3,Female,40,6,1.65,3,81,1,6
3,2,Female,40,6,1.65,3,81,1,7
3,1,Female,40,6,1.65,3,81,1,8
3,3,Female,40,6,1.65,3,81,1,9
3,2,Female,40,6,1.65,3,81,1,10
3,2,Female,40,6,1.65,3,81,1,11
3,2,Female,40,6,1.65,3,81,1,12
3,1,Male,35,6,0.333333333,3,81,1,1
3,3,Male,35,6,0.333333333,3,81,1,2
3,1,Male,35,6,0.333333333,3,81,1,3
3,1,Male,35,6,0.333333333,3,81,0,4
3,2,Male,35,6,0.333333333,3,81,0,5
3,3,Male,35,6,0.333333333,3,81,1,6
3,2,Male,35,6,0.333333333,3,81,1,7
3,1,Male,35,6,0.333333333,3,81,0,8
3,3,Male,35,6,0.333333333,3,81,1,9
3,2,Male,35,6,0.333333333,3,81,0,10
3,2,Male,35,6,0.333333333,3,81,0,11
3,2,Male,35,6,0.333333333,3,81,0,12
3,1,Male,36,6,0.85,3,81,1,1
3,3,Male,36,6,0.85,3,81,1,2
3,1,Male,36,6,0.85,3,81,1,3
3,1,Male,36,6,0.85,3,81,1,4
3,2,Male,36,6,0.85,3,81,1,5
3,3,Male,36,6,0.85,3,81,1,6
3,2,Male,36,6,0.85,3,81,1,7
3,1,Male,36,6,0.85,3,81,1,8
3,3,Male,36,6,0.85,3,81,1,9
3,2,Male,36,6,0.85,3,81,1,10
3,2,Male,36,6,0.85,3,81,1,11
3,2,Male,36,6,0.85,3,81,1,12
3,1,Female,64,6,1.65,3,81,1,1
3,3,Female,64,6,1.65,3,81,1,2
3,1,Female,64,6,1.65,3,81,1,3
3,1,Female,64,6,1.65,3,81,1,4
3,2,Female,64,6,1.65,3,81,1,5
3,3,Female,64,6,1.65,3,81,1,6
3,2,Female,64,6,1.65,3,81,1,7
3,1,Female,64,6,1.65,3,81,1,8
3,3,Female,64,6,1.65,3,81,1,9
3,2,Female,64,6,1.65,3,81,1,10
3,2,Female,64,6,1.65,3,81,1,11
3,2,Female,64,6,1.65,3,81,1,12
3,1,Male,37,6,1.033333333,3,81,1,1
3,3,Male,37,6,1.033333333,3,81,1,2
3,1,Male,37,6,1.033333333,3,81,1,3
3,1,Male,37,6,1.033333333,3,81,1,4
3,2,Male,37,6,1.033333333,3,81,1,5
3,3,Male,37,6,1.033333333,3,81,1,6
3,2,Male,37,6,1.033333333,3,81,1,7
3,1,Male,37,6,1.033333333,3,81,1,8
3,3,Male,37,6,1.033333333,3,81,1,9
3,2,Male,37,6,1.033333333,3,81,1,10
3,2,Male,37,6,1.033333333,3,81,1,11
3,2,Male,37,6,1.033333333,3,81,1,12
3,1,Female,30,6,0.116666667,3,81,1,1
3,3,Female,30,6,0.116666667,3,81,1,2
3,1,Female,30,6,0.116666667,3,81,1,3
3,1,Female,30,6,0.116666667,3,81,0,4
3,2,Female,30,6,0.116666667,3,81,0,5
3,3,Female,30,6,0.116666667,3,81,1,6
3,2,Female,30,6,0.116666667,3,81,0,7
3,1,Female,30,6,0.116666667,3,81,1,8
3,3,Female,30,6,0.116666667,3,81,0,9
3,2,Female,30,6,0.116666667,3,81,1,10
3,2,Female,30,6,0.116666667,3,81,0,11
3,2,Female,30,6,0.116666667,3,81,0,12
3,1,Female,35,6,0.083333333,3,81,1,1
3,3,Female,35,6,0.083333333,3,81,0,2
3,1,Female,35,6,0.083333333,3,81,1,3
3,1,Female,35,6,0.083333333,3,81,1,4
3,2,Female,35,6,0.083333333,3,81,0,5
3,3,Female,35,6,0.083333333,3,81,1,6
3,2,Female,35,6,0.083333333,3,81,0,7
3,1,Female,35,6,0.083333333,3,81,1,8
3,3,Female,35,6,0.083333333,3,81,0,9
3,2,Female,35,6,0.083333333,3,81,0,10
3,2,Female,35,6,0.083333333,3,81,1,11
3,2,Female,35,6,0.083333333,3,81,1,12
3,1,Male,35,6,0.2,3,81,0,1
3,3,Male,35,6,0.2,3,81,0,2
3,1,Male,35,6,0.2,3,81,1,3
3,1,Male,35,6,0.2,3,81,0,4
3,2,Male,35,6,0.2,3,81,0,5
3,3,Male,35,6,0.2,3,81,1,6
3,2,Male,35,6,0.2,3,81,0,7
3,1,Male,35,6,0.2,3,81,1,8
3,3,Male,35,6,0.2,3,81,0,9
3,2,Male,35,6,0.2,3,81,0,10
3,2,Male,35,6,0.2,3,81,0,11
3,2,Male,35,6,0.2,3,81,0,12
3,1,Male,35,6,0.75,3,81,1,1
3,3,Male,35,6,0.75,3,81,1,2
3,1,Male,35,6,0.75,3,81,1,3
3,1,Male,35,6,0.75,3,81,1,4
3,2,Male,35,6,0.75,3,81,1,5
3,3,Male,35,6,0.75,3,81,1,6
3,2,Male,35,6,0.75,3,81,1,7
3,1,Male,35,6,0.75,3,81,1,8
3,3,Male,35,6,0.75,3,81,1,9
3,2,Male,35,6,0.75,3,81,1,10
3,2,Male,35,6,0.75,3,81,1,11
3,2,Male,35,6,0.75,3,81,0,12
3,1,Male,35,6,0.083333333,3,81,1,1
3,3,Male,35,6,0.083333333,3,81,0,2
3,1,Male,35,6,0.083333333,3,81,1,3
3,1,Male,35,6,0.083333333,3,81,1,4
3,2,Male,35,6,0.083333333,3,81,0,5
3,3,Male,35,6,0.083333333,3,81,1,6
3,2,Male,35,6,0.083333333,3,81,0,7
3,1,Male,35,6,0.083333333,3,81,1,8
3,3,Male,35,6,0.083333333,3,81,0,9
3,2,Male,35,6,0.083333333,3,81,0,10
3,2,Male,35,6,0.083333333,3,81,0,11
3,2,Male,35,6,0.083333333,3,81,0,12
3,1,Male,27,6,1.35,3,81,1,1
3,3,Male,27,6,1.35,3,81,0,2
3,1,Male,27,6,1.35,3,81,0,3
3,1,Male,27,6,1.35,3,81,1,4
3,2,Male,27,6,1.35,3,81,0,5
3,3,Male,27,6,1.35,3,81,0,6
3,2,Male,27,6,1.35,3,81,0,7
3,1,Male,27,6,1.35,3,81,1,8
3,3,Male,27,6,1.35,3,81,1,9
3,2,Male,27,6,1.35,3,81,0,10
3,2,Male,27,6,1.35,3,81,0,11
3,2,Male,27,6,1.35,3,81,0,12
3,1,Male,35,6,1.783333333,3,81,1,1
3,3,Male,35,6,1.783333333,3,81,1,2
3,1,Male,35,6,1.783333333,3,81,1,3
3,1,Male,35,6,1.783333333,3,81,1,4
3,2,Male,35,6,1.783333333,3,81,1,5
3,3,Male,35,6,1.783333333,3,81,1,6
3,2,Male,35,6,1.783333333,3,81,1,7
3,1,Male,35,6,1.783333333,3,81,1,8
3,3,Male,35,6,1.783333333,3,81,1,9
3,2,Male,35,6,1.783333333,3,81,1,10
3,2,Male,35,6,1.783333333,3,81,1,11
3,2,Male,35,6,1.783333333,3,81,1,12
3,1,Female,35,6,2.283333333,3,81,1,1
3,3,Female,35,6,2.283333333,3,81,0,2
3,1,Female,35,6,2.283333333,3,81,1,3
3,1,Female,35,6,2.283333333,3,81,0,4
3,2,Female,35,6,2.283333333,3,81,1,5
3,3,Female,35,6,2.283333333,3,81,1,6
3,2,Female,35,6,2.283333333,3,81,1,7
3,1,Female,35,6,2.283333333,3,81,1,8
3,3,Female,35,6,2.283333333,3,81,0,9
3,2,Female,35,6,2.283333333,3,81,0,10
3,2,Female,35,6,2.283333333,3,81,0,11
3,2,Female,35,6,2.283333333,3,81,0,12
3,1,Female,30,6,1.233333333,3,81,1,1
3,3,Female,30,6,1.233333333,3,81,1,2
3,1,Female,30,6,1.233333333,3,81,1,3
3,1,Female,30,6,1.233333333,3,81,1,4
3,2,Female,30,6,1.233333333,3,81,1,5
3,3,Female,30,6,1.233333333,3,81,1,6
3,2,Female,30,6,1.233333333,3,81,1,7
3,1,Female,30,6,1.233333333,3,81,1,8
3,3,Female,30,6,1.233333333,3,81,1,9
3,2,Female,30,6,1.233333333,3,81,1,10
3,2,Female,30,6,1.233333333,3,81,1,11
3,2,Female,30,6,1.233333333,3,81,0,12
3,1,Female,40,6,1.516666667,3,81,1,1
3,3,Female,40,6,1.516666667,3,81,1,2
3,1,Female,40,6,1.516666667,3,81,1,3
3,1,Female,40,6,1.516666667,3,81,1,4
3,2,Female,40,6,1.516666667,3,81,1,5
3,3,Female,40,6,1.516666667,3,81,1,6
3,2,Female,40,6,1.516666667,3,81,1,7
3,1,Female,40,6,1.516666667,3,81,1,8
3,3,Female,40,6,1.516666667,3,81,1,9
3,2,Female,40,6,1.516666667,3,81,1,10
3,2,Female,40,6,1.516666667,3,81,1,11
3,2,Female,40,6,1.516666667,3,81,1,12
3,1,Female,25,6,1.05,3,81,1,1
3,3,Female,25,6,1.05,3,81,1,2
3,1,Female,25,6,1.05,3,81,1,3
3,1,Female,25,6,1.05,3,81,1,4
3,2,Female,25,6,1.05,3,81,1,5
3,3,Female,25,6,1.05,3,81,1,6
3,2,Female,25,6,1.05,3,81,1,7
3,1,Female,25,6,1.05,3,81,1,8
3,3,Female,25,6,1.05,3,81,1,9
3,2,Female,25,6,1.05,3,81,1,10
3,2,Female,25,6,1.05,3,81,1,11
3,2,Female,25,6,1.05,3,81,0,12
3,1,Male,31,6,5.066666667,3,81,1,1
3,3,Male,31,6,5.066666667,3,81,1,2
3,1,Male,31,6,5.066666667,3,81,1,3
3,1,Male,31,6,5.066666667,3,81,1,4
3,2,Male,31,6,5.066666667,3,81,1,5
3,3,Male,31,6,5.066666667,3,81,0,6
3,2,Male,31,6,5.066666667,3,81,1,7
3,1,Male,31,6,5.066666667,3,81,1,8
3,3,Male,31,6,5.066666667,3,81,1,9
3,2,Male,31,6,5.066666667,3,81,1,10
3,2,Male,31,6,5.066666667,3,81,1,11
3,2,Male,31,6,5.066666667,3,81,1,12
3,1,Male,35,6,0.216666667,3,81,0,1
3,3,Male,35,6,0.216666667,3,81,0,2
3,1,Male,35,6,0.216666667,3,81,0,3
3,1,Male,35,6,0.216666667,3,81,1,4
3,2,Male,35,6,0.216666667,3,81,1,5
3,3,Male,35,6,0.216666667,3,81,1,6
3,2,Male,35,6,0.216666667,3,81,1,7
3,1,Male,35,6,0.216666667,3,81,1,8
3,3,Male,35,6,0.216666667,3,81,0,9
3,2,Male,35,6,0.216666667,3,81,1,10
3,2,Male,35,6,0.216666667,3,81,0,11
3,2,Male,35,6,0.216666667,3,81,1,12
3,1,Female,61,6,1.983333333,3,81,1,1
3,3,Female,61,6,1.983333333,3,81,1,2
3,1,Female,61,6,1.983333333,3,81,1,3
3,1,Female,61,6,1.983333333,3,81,1,4
3,2,Female,61,6,1.983333333,3,81,1,5
3,3,Female,61,6,1.983333333,3,81,1,6
3,2,Female,61,6,1.983333333,3,81,1,7
3,1,Female,61,6,1.983333333,3,81,1,8
3,3,Female,61,6,1.983333333,3,81,1,9
3,2,Female,61,6,1.983333333,3,81,1,10
3,2,Female,61,6,1.983333333,3,81,1,11
3,2,Female,61,6,1.983333333,3,81,1,12
3,1,Female,35,6,0.416666667,3,81,1,1
3,3,Female,35,6,0.416666667,3,81,1,2
3,1,Female,35,6,0.416666667,3,81,1,3
3,1,Female,35,6,0.416666667,3,81,1,4
3,2,Female,35,6,0.416666667,3,81,1,5
3,3,Female,35,6,0.416666667,3,81,1,6
3,2,Female,35,6,0.416666667,3,81,1,7
3,1,Female,35,6,0.416666667,3,81,1,8
3,3,Female,35,6,0.416666667,3,81,1,9
3,2,Female,35,6,0.416666667,3,81,1,10
3,2,Female,35,6,0.416666667,3,81,0,11
3,2,Female,35,6,0.416666667,3,81,0,12
3,1,Male,46,6,1.366666667,3,81,1,1
3,3,Male,46,6,1.366666667,3,81,1,2
3,1,Male,46,6,1.366666667,3,81,1,3
3,1,Male,46,6,1.366666667,3,81,1,4
3,2,Male,46,6,1.366666667,3,81,1,5
3,3,Male,46,6,1.366666667,3,81,1,6
3,2,Male,46,6,1.366666667,3,81,1,7
3,1,Male,46,6,1.366666667,3,81,1,8
3,3,Male,46,6,1.366666667,3,81,1,9
3,2,Male,46,6,1.366666667,3,81,1,10
3,2,Male,46,6,1.366666667,3,81,1,11
3,2,Male,46,6,1.366666667,3,81,1,12
3,1,Female,30,6,1.083333333,3,81,1,1
3,3,Female,30,6,1.083333333,3,81,1,2
3,1,Female,30,6,1.083333333,3,81,1,3
3,1,Female,30,6,1.083333333,3,81,1,4
3,2,Female,30,6,1.083333333,3,81,1,5
3,3,Female,30,6,1.083333333,3,81,0,6
3,2,Female,30,6,1.083333333,3,81,1,7
3,1,Female,30,6,1.083333333,3,81,1,8
3,3,Female,30,6,1.083333333,3,81,1,9
3,2,Female,30,6,1.083333333,3,81,1,10
3,2,Female,30,6,1.083333333,3,81,1,11
3,2,Female,30,6,1.083333333,3,81,1,12
3,1,Female,,6,2.866666667,3,81,1,1
3,3,Female,,6,2.866666667,3,81,1,2
3,1,Female,,6,2.866666667,3,81,1,3
3,1,Female,,6,2.866666667,3,81,1,4
3,2,Female,,6,2.866666667,3,81,1,5
3,3,Female,,6,2.866666667,3,81,1,6
3,2,Female,,6,2.866666667,3,81,1,7
3,1,Female,,6,2.866666667,3,81,1,8
3,3,Female,,6,2.866666667,3,81,1,9
3,2,Female,,6,2.866666667,3,81,1,10
3,2,Female,,6,2.866666667,3,81,1,11
3,2,Female,,6,2.866666667,3,81,1,12
3,1,Female,36,6,3.316666667,3,81,0,1
3,3,Female,36,6,3.316666667,3,81,0,2
3,1,Female,36,6,3.316666667,3,81,0,3
3,1,Female,36,6,3.316666667,3,81,0,4
3,2,Female,36,6,3.316666667,3,81,0,5
3,3,Female,36,6,3.316666667,3,81,1,6
3,2,Female,36,6,3.316666667,3,81,1,7
3,1,Female,36,6,3.316666667,3,81,1,8
3,3,Female,36,6,3.316666667,3,81,0,9
3,2,Female,36,6,3.316666667,3,81,0,10
3,2,Female,36,6,3.316666667,3,81,0,11
3,2,Female,36,6,3.316666667,3,81,0,12
3,1,Male,58,6,1.016666667,3,81,1,1
3,3,Male,58,6,1.016666667,3,81,0,2
3,1,Male,58,6,1.016666667,3,81,1,3
3,1,Male,58,6,1.016666667,3,81,1,4
3,2,Male,58,6,1.016666667,3,81,1,5
3,3,Male,58,6,1.016666667,3,81,1,6
3,2,Male,58,6,1.016666667,3,81,1,7
3,1,Male,58,6,1.016666667,3,81,1,8
3,3,Male,58,6,1.016666667,3,81,1,9
3,2,Male,58,6,1.016666667,3,81,1,10
3,2,Male,58,6,1.016666667,3,81,1,11
3,2,Male,58,6,1.016666667,3,81,1,12
3,1,Male,39,6,0.316666667,3,81,1,1
3,3,Male,39,6,0.316666667,3,81,0,2
3,1,Male,39,6,0.316666667,3,81,0,3
3,1,Male,39,6,0.316666667,3,81,1,4
3,2,Male,39,6,0.316666667,3,81,1,5
3,3,Male,39,6,0.316666667,3,81,0,6
3,2,Male,39,6,0.316666667,3,81,0,7
3,1,Male,39,6,0.316666667,3,81,0,8
3,3,Male,39,6,0.316666667,3,81,0,9
3,2,Male,39,6,0.316666667,3,81,1,10
3,2,Male,39,6,0.316666667,3,81,0,11
3,2,Male,39,6,0.316666667,3,81,1,12
3,1,Male,59,6,0.266666667,3,81,0,1
3,3,Male,59,6,0.266666667,3,81,1,2
3,1,Male,59,6,0.266666667,3,81,0,3
3,1,Male,59,6,0.266666667,3,81,0,4
3,2,Male,59,6,0.266666667,3,81,1,5
3,3,Male,59,6,0.266666667,3,81,0,6
3,2,Male,59,6,0.266666667,3,81,1,7
3,1,Male,59,6,0.266666667,3,81,0,8
3,3,Male,59,6,0.266666667,3,81,1,9
3,2,Male,59,6,0.266666667,3,81,1,10
3,2,Male,59,6,0.266666667,3,81,1,11
3,2,Male,59,6,0.266666667,3,81,1,12
